iteration,Energy_norm,Enstrophy_norm,Palinstropy_norm
295,5.868162019607838,0.0,0.0
296,5.868134534996455,0.0,0.0
297,5.868106717420157,0.0,0.0
298,5.868078580786559,0.0,0.0
299,5.8680501387468,0.0,0.0
300,5.868021404715513,0.0,0.0
301,5.867992391893208,0.0,0.0
302,5.867963113289583,0.0,0.0
303,5.8679335817463265,0.0,0.0
304,5.867903809958138,0.0,0.0
305,5.8678738104909325,0.0,0.0
306,5.8678435957963915,0.0,0.0
307,5.867813178222403,0.0,0.0
308,5.867782570019014,0.0,0.0
309,5.867751783339978,0.0,0.0
310,5.867720830240082,0.0,0.0
311,5.8676897226686835,0.0,0.0
312,5.867658472460076,0.0,0.0
313,5.867627091321352,0.0,0.0
314,5.867595590818579,0.0,0.0
315,5.867563982362069,0.0,0.0
316,5.867532277191529,0.0,0.0
317,5.867500486361803,0.0,0.0
318,5.867468620729862,0.0,0.0
319,5.867436690943539,0.0,0.0
320,5.867404707432388,0.0,0.0
321,5.867372680400946,0.0,0.0
322,5.867340619824459,0.0,0.0
323,5.8673085354470915,0.0,0.0
324,5.867276436782439,0.0,0.0
325,5.867244333116132,0.0,0.0
326,5.86721223351017,0.0,0.0
327,5.867180146808639,0.0,0.0
328,5.8671480816443875,0.0,0.0
329,5.8671160464462435,0.0,0.0
330,5.867084049446375,0.0,0.0
331,5.867052098687415,0.0,0.0
332,5.867020202029052,0.0,0.0
333,5.866988367153812,0.0,0.0
334,5.866956601571848,0.0,0.0
335,5.866924912624637,0.0,0.0
336,5.866893307487506,0.0,0.0
337,5.866861793171051,0.0,0.0
338,5.866830376521516,0.0,0.0
339,5.866799064220238,0.0,0.0
340,5.866767862782386,0.0,0.0
341,5.866736778555134,0.0,0.0
342,5.866705817715504,0.0,0.0
343,5.866674986268117,0.0,0.0
344,5.866644290042986,0.0,0.0
345,5.866613734693602,0.0,0.0
346,5.866583325695418,0.0,0.0
347,5.866553068344891,0.0,0.0
348,5.866522967759129,0.0,0.0
349,5.866493028876221,0.0,0.0
350,5.866463256456244,0.0,0.0
351,5.866433655082949,0.0,0.0
352,5.866404229166008,0.0,0.0
353,5.86637498294385,0.0,0.0
354,5.86634592048688,0.0,0.0
355,5.86631704570106,0.0,0.0
356,5.86628836233168,0.0,0.0
357,5.866259873967244,0.0,0.0
358,5.866231584043343,0.0,0.0
359,5.866203495846439,0.0,0.0
360,5.8661756125174565,0.0,0.0
361,5.866147937055147,0.0,0.0
362,5.866120472319159,0.0,0.0
363,5.866093221032807,0.0,0.0
364,5.86606618578553,0.0,0.0
365,5.86603936903504,0.0,0.0
366,5.866012773109214,0.0,0.0
367,5.865986400207741,0.0,0.0
368,5.865960252403588,0.0,0.0
369,5.865934331644345,0.0,0.0
370,5.8659086397534805,0.0,0.0
371,5.865883178431594,0.0,0.0
372,5.8658579492576886,0.0,0.0
373,5.8658329536905285,0.0,0.0
374,5.8658081930701,0.0,0.0
375,5.865783668619238,0.0,0.0
376,5.865759381445383,0.0,0.0
377,5.865735332542529,0.0,0.0
378,5.865711522793327,0.0,0.0
379,5.8656879529713395,0.0,0.0
380,5.865664623743446,0.0,0.0
381,5.86564153567236,0.0,0.0
382,5.865618689219218,0.0,0.0
383,5.865596084746246,0.0,0.0
384,5.865573722519445,0.0,0.0
385,5.86555160271126,0.0,0.0
386,5.865529725403239,0.0,0.0
387,5.86550809058862,0.0,0.0
388,5.865486698174848,0.0,0.0
389,5.865465547986015,0.0,0.0
390,5.865444639765176,0.0,0.0
391,5.865423973176574,0.0,0.0
392,5.86540354780778,0.0,0.0
393,5.865383363171702,0.0,0.0
394,5.865363418708525,0.0,0.0
395,5.865343713787574,0.0,0.0
396,5.865324247709107,0.0,0.0
397,5.8653050197060566,0.0,0.0
398,5.86528602894575,0.0,0.0
399,5.865267274531587,0.0,0.0
400,5.865248755504739,0.0,0.0
401,5.865230470845824,0.0,0.0
402,5.865212419476614,0.0,0.0
403,5.865194600261758,0.0,0.0
404,5.865177012010519,0.0,0.0
405,5.8651596534785355,0.0,0.0
406,5.865142523369626,0.0,0.0
407,5.865125620337582,0.0,0.0
408,5.865108942987992,0.0,0.0
409,5.865092489880066,0.0,0.0
410,5.865076259528466,0.0,0.0
411,5.865060250405108,0.0,0.0
412,5.865044460940981,0.0,0.0
413,5.865028889527889,0.0,0.0
414,5.865013534520215,0.0,0.0
415,5.864998394236611,0.0,0.0
416,5.864983466961658,0.0,0.0
417,5.864968750947477,0.0,0.0
418,5.864954244415297,0.0,0.0
419,5.86493994555696,0.0,0.0
420,5.864925852536405,0.0,0.0
421,5.864911963491082,0.0,0.0
422,5.8648982765333235,0.0,0.0
423,5.864884789751709,0.0,0.0
424,5.864871501212343,0.0,0.0
425,5.864858408960149,0.0,0.0
426,5.8648455110201105,0.0,0.0
427,5.864832805398491,0.0,0.0
428,5.864820290084046,0.0,0.0
429,5.864807963049203,0.0,0.0
430,5.864795822251246,0.0,0.0
431,5.864783865633461,0.0,0.0
432,5.864772091126301,0.0,0.0
433,5.864760496648503,0.0,0.0
434,5.864749080108224,0.0,0.0
435,5.864737839404151,0.0,0.0
436,5.86472677242659,0.0,0.0
437,5.864715877058549,0.0,0.0
438,5.864705151176792,0.0,0.0
439,5.864694592652888,0.0,0.0
440,5.864684199354213,0.0,0.0
441,5.864673969144963,0.0,0.0
442,5.864663899887095,0.0,0.0
443,5.864653989441286,0.0,0.0
444,5.864644235667833,0.0,0.0
445,5.864634636427548,0.0,0.0
446,5.864625189582593,0.0,0.0
447,5.864615892997332,0.0,0.0
448,5.864606744539108,0.0,0.0
449,5.864597742079021,0.0,0.0
450,5.86458888349268,0.0,0.0
451,5.864580166660916,0.0,0.0
452,5.864571589470493,0.0,0.0
453,5.864563149814763,0.0,0.0
454,5.86455484559434,0.0,0.0
455,5.864546674717729,0.0,0.0
456,5.864538635101954,0.0,0.0
457,5.864530724673138,0.0,0.0
458,5.86452294136711,0.0,0.0
459,5.864515283129958,0.0,0.0
460,5.864507747918582,0.0,0.0
461,5.864500333701247,0.0,0.0
462,5.864493038458078,0.0,0.0
463,5.864485860181588,0.0,0.0
464,5.864478796877158,0.0,0.0
465,5.864471846563509,0.0,0.0
466,5.8644650072731705,0.0,0.0
467,5.864458277052903,0.0,0.0
468,5.864451653964139,0.0,0.0
469,5.864445136083383,0.0,0.0
470,5.864438721502594,0.0,0.0
471,5.86443240832957,0.0,0.0
472,5.864426194688289,0.0,0.0
473,5.864420078719255,0.0,0.0
474,5.864414058579813,0.0,0.0
475,5.864408132444457,0.0,0.0
476,5.864402298505107,0.0,0.0
477,5.8643965549713934,0.0,0.0
478,5.864390900070901,0.0,0.0
479,5.864385332049408,0.0,0.0
480,5.864379849171122,0.0,0.0
481,5.864374449718889,0.0,0.0
482,5.864369131994383,0.0,0.0
483,5.864363894318306,0.0,0.0
484,5.864358735030556,0.0,0.0
485,5.864353652490382,0.0,0.0
486,5.864348645076549,0.0,0.0
487,5.864343711187466,0.0,0.0
488,5.864338849241318,0.0,0.0
489,5.8643340576761895,0.0,0.0
490,5.864329334950155,0.0,0.0
491,5.864324679541401,0.0,0.0
492,5.864320089948296,0.0,0.0
493,5.86431556468946,0.0,0.0
494,5.864311102303852,0.0,0.0
495,5.864306701350814,0.0,0.0
496,5.8643023604101145,0.0,0.0
497,5.864298078081993,0.0,0.0
498,5.864293852987185,0.0,0.0
499,5.864289683766934,0.0,0.0
500,5.864285569083004,0.0,0.0
501,5.86428150761768,0.0,0.0
502,5.864277498073759,0.0,0.0
503,5.864273539174519,0.0,0.0
504,5.864269629663718,0.0,0.0
505,5.864265768305526,0.0,0.0
506,5.864261953884507,0.0,0.0
507,5.864258185205565,0.0,0.0
508,5.86425446109387,0.0,0.0
509,5.864250780394812,0.0,0.0
510,5.864247141973922,0.0,0.0
511,5.864243544716799,0.0,0.0
512,5.864239987529011,0.0,0.0
513,5.864236469336029,0.0,0.0
514,5.864232989083107,0.0,0.0
515,5.864229545735202,0.0,0.0
516,5.86422613827685,0.0,0.0
517,5.86422276571207,0.0,0.0
518,5.864219427064231,0.0,0.0
519,5.86421612137595,0.0,0.0
520,5.864212847708949,0.0,0.0
521,5.864209605143927,0.0,0.0
522,5.864206392780438,0.0,0.0
523,5.864203209736736,0.0,0.0
524,5.864200055149641,0.0,0.0
525,5.864196928174384,0.0,0.0
526,5.864193827984465,0.0,0.0
527,5.86419075377149,0.0,0.0
528,5.864187704745018,0.0,0.0
529,5.864184680132392,0.0,0.0
530,5.864181679178582,0.0,0.0
531,5.864178701146005,0.0,0.0
532,5.864175745314366,0.0,0.0
533,5.864172810980472,0.0,0.0
534,5.864169897458071,0.0,0.0
535,5.864167004077657,0.0,0.0
536,5.86416413018629,0.0,0.0
537,5.864161275147423,0.0,0.0
538,5.864158438340707,0.0,0.0
539,5.864155619161804,0.0,0.0
540,5.8641528170221955,0.0,0.0
541,5.864150031349005,0.0,0.0
542,5.864147261584786,0.0,0.0
543,5.8641445071873415,0.0,0.0
544,5.864141767629524,0.0,0.0
545,5.86413904239904,0.0,0.0
546,5.864136330998251,0.0,0.0
547,5.8641336329439815,0.0,0.0
548,5.864130947767313,0.0,0.0
549,5.8641282750133845,0.0,0.0
550,5.864125614241202,0.0,0.0
551,5.864122965023424,0.0,0.0
552,5.864120326946169,0.0,0.0
553,5.864117699608809,0.0,0.0
554,5.864115082623773,0.0,0.0
555,5.864112475616336,0.0,0.0
556,5.864109878224432,0.0,0.0
557,5.864107290098432,0.0,0.0
558,5.8641047109009605,0.0,0.0
559,5.864102140306676,0.0,0.0
560,5.864099578002086,0.0,0.0
561,5.864097023685331,0.0,0.0
562,5.86409447706599,0.0,0.0
563,5.864091937864881,0.0,0.0
564,5.864089405813861,0.0,0.0
565,5.86408688065562,0.0,0.0
566,5.864084362143488,0.0,0.0
567,5.864081850041237,0.0,0.0
568,5.864079344122884,0.0,0.0
569,5.864076844172485,0.0,0.0
570,5.8640743499839525,0.0,0.0
571,5.8640718613608565,0.0,0.0
572,5.8640693781162305,0.0,0.0
573,5.864066900072373,0.0,0.0
574,5.86406442706067,0.0,0.0
575,5.864061958921389,0.0,0.0
576,5.864059495503506,0.0,0.0
577,5.864057036664506,0.0,0.0
578,5.8640545822701995,0.0,0.0
579,5.864052132194546,0.0,0.0
580,5.864049686319458,0.0,0.0
581,5.8640472445346274,0.0,0.0
582,5.8640448067373425,0.0,0.0
583,5.864042372832307,0.0,0.0
584,5.86403994273147,0.0,0.0
585,5.864037516353837,0.0,0.0
586,5.864035093625312,0.0,0.0
587,5.864032674478509,0.0,0.0
588,5.864030258852595,0.0,0.0
589,5.864027846693109,0.0,0.0
590,5.864025437951799,0.0,0.0
591,5.864023032586465,0.0,0.0
